framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
defects4j,Time,1,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,2,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,3,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,4,SL SH SF,19,20506,1,6,105,23,93,257,
defects4j,Time,5,SF,7,277301,82,87,105,235,202,447,
defects4j,Time,6,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,7,SF,1,263857,81,86,105,131,287,435,
defects4j,Time,8,SF,0,308314,,100,105,547,108,716,
defects4j,Time,9,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,10,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,11,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,12,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,13,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,14,SF,0,333001,,100,105,55,471,573,
defects4j,Time,15,SH SF,23,28587,1,6,105,13,93,296,
defects4j,Time,16,SL SH SF,29,92611,22,27,105,134,329,780,
defects4j,Time,17,SF,6,20133,1,6,105,23,20,49,
defects4j,Time,18,SF,6,21296,1,6,105,8,21,35,
defects4j,Time,19,SL SH SF,47,11835,1,6,105,15,18,233,
defects4j,Time,20,SF,45,22743,1,6,105,15,31,101,
defects4j,Time,22,SF,5,366193,85,90,105,409,1726,2909,
defects4j,Time,23,SF,0,281345,,100,105,200,80,319,
defects4j,Time,24,SH SF,0,417195,,100,105,302,1241,1639,
defects4j,Time,25,SH SF,0,493140,,100,105,1316,1331,2730,
defects4j,Time,26,OT,,,,,,,,,"Not SL, SH or SF bug. "
defects4j,Time,27,SF,0,328195,,100,105,228,274,533,
